ShDist20.term,ShDist20.estimate,ShDist20.std.error,ShDist20.statistic,ShDist20.p.value,ShDist50.term,ShDist50.estimate,ShDist50.std.error,ShDist50.statistic,ShDist50.p.value,ShDist100.term,ShDist100.estimate,ShDist100.std.error,ShDist100.statistic,ShDist100.p.value,ShDist200.term,ShDist200.estimate,ShDist200.std.error,ShDist200.statistic,ShDist200.p.value,ShDist500.term,ShDist500.estimate,ShDist500.std.error,ShDist500.statistic,ShDist500.p.value,ShDist1000.term,ShDist1000.estimate,ShDist1000.std.error,ShDist1000.statistic,ShDist1000.p.value,ShDist2000.term,ShDist2000.estimate,ShDist2000.std.error,ShDist2000.statistic,ShDist2000.p.value,ShDist5000.term,ShDist5000.estimate,ShDist5000.std.error,ShDist5000.statistic,ShDist5000.p.value
(Intercept),4.332581598389706,0.39021716846922977,11.103000965810525,9.511119737959516e-10,(Intercept),4.497918420713222,0.5023247413871121,8.954204422208502,3.023236194502617e-8,(Intercept),4.908824505609773,0.7060776037954521,6.952245021259504,1.261770280723234e-6,(Intercept),5.3309410558410795,0.7795352119483774,6.838614823462403,1.584626680671911e-6,(Intercept),5.7947480947026095,0.7365269424764136,7.8676661511105275,2.1452025286622648e-7,(Intercept),6.059779313942587,0.7959469057974164,7.6132958992680795,3.4704109589187775e-7,(Intercept),6.03496595387186,0.7909734520533345,7.629795839803899,3.3629128119579907e-7,(Intercept),5.740481432218254,0.7156249225990289,8.021634310009487,1.6100211751003396e-7
anthroper,-1.9846282176241108,0.8528443084787004,-2.327069780373256,0.031170756348435497,anthroper,-1.73493919693814,0.9540531789981225,-1.818493177455839,0.08478918062090612,anthroper,-2.0640406638027344,1.1752112146912448,-1.7563146419982094,0.09514123391608807,anthroper,-2.529449792597002,1.184492935040526,-2.135470561089045,0.04595837269187506,anthroper,-3.4452522181851557,1.1718124083208576,-2.9401055951626347,0.008403246643116832,anthroper,-4.059773308813867,1.3369985316498827,-3.036482997332859,0.006789738563943891,anthroper,-4.301892916964127,1.421892633276102,-3.025469586302294,0.006957709968895793,anthroper,-4.79683965209472,1.620890245975876,-2.9593858461445217,0.008053340762168423
